time,activity,pain,gain,stu_id,time_type,time_hr,time_min,time_range,group_pain,group_gain,activity_num,last_act
10.00,สกรัมผ่าน MS Team,ได้งานเพิ่ม ,ได้แก้ไขปัญหา ได้แชร์งานที่ทำ,6210422032,,10,0,10.00-11.00,งานเพิ่ม-ไม่เสร็จ,ฟิน,10,
10.30,วิเคราะห์ สรุปเอกสาร Requirement,ขี้เกียจ คิดเยอะ ปวดสมอง,ได้เงินเดือน ได้เข้าใจ Business,6210422032,,10,30,10.00-11.00,งานเพิ่ม-ไม่เสร็จ,ได้เงิน,11,
13.00,สั่งข้าวผ่าน Line man,ไม่รู้จะกินอะไรดี,ไม่ต้องออกไปหาซื้อ,6210422032,,13,0,13.00-14.00,ความลำคาญ,ฟิน,12,
13.10,เช็ค Facebook Instragram,ไม่รู้จะดูอะไร เลื่อนไปเรื่อยๆ เสียเวลา,รู้เรื่องชาวบ้าน อัพเดทเทรน,6210422032,,13,10,13.00-14.00,ความลำคาญ,ฟิน,13,
13.40,กินข้าว,กินอิ่มง่วงนอน อ้วน,อิ่ม,6210422032,,13,40,13.00-14.00,ความลำคาญ,อิ่ม,14,
14.30,ออกไปซื้อของทำขนม,ต้องเดินทาง ไปแล้วได้มากกว่าที่ List ไว้,ได้ของตามที่เราต้องการ เลือกเองได้ ถูกใจ หาของทดแทนได้,6210422032,,14,30,14.00-15.00,ความลำคาญ,ฟิน,15,
16.00,ทำขนม,ยืนนาน เฝ้าตู้อบเพื่อดูสีของขนม เสียเวลาในการเฝ้าไปโดยเปล่าประโยชน์,สร้างรายได้เสริม สร้างภาพพจน์บน Social,6210422032,,16,0,16.00-17.00,ความลำคาญ,ฟิน,16,
20.00,กินมื้อเย็น โปรตีนเวย์,ไม่อร่อย ยังหิวอยู่,ได้สุขภาพ น้ำหนักไม่ขึ้น,6210422032,,20,0,20.00-21.00,ความลำคาญ,ออกกำลังกาย,17,
20.10,อาบน้ำ,หนาว ขี้เกียจ,สะอาด สดชื่น,6210422032,,20,10,20.00-21.00,หนาว,สดชื่น,18,
20.30,พูดคุยกับที่บ้าน,โดนบ่น,ได้รู้เรื่องคนอื่นๆ สร้างความสัมพันธ์,6210422032,,20,30,20.00-21.00,ความลำคาญ,ฟิน,19,
22.00,เล่นเกม Harvest Moon,นั่งเล่นนานลืมเวลา ปวดหลัง ปวดแขน,สนุก คลายเครียด เบาสมอง,6210422032,,22,0,22.00-23.00,ความลำคาญ,พักผ่อน,20,
00.00,ดูโคนันเดอะซีรี่ย์,ง่วง,คลายเครียด เบาสมอง,6210422032,,0,0,00.00-01.00,ง่วง,พักผ่อน,21,
01.00,นอน,,,6210422032,,1,0,01.00-02.00,ไม่ระบุ,ไม่ระบุ,22,1.0
6,ตื่นนอน,ง่วงนอน,ได้เริ่มต้นชีวิตของวันใหม่,6210422034,,6,0,06.00-07.00,ง่วง,สดชื่น,1,
6.05,นั่งสมาธิ,ง่วงนอน,รู้สึกสบายใจ สมองปลอดโปร่ง,6210422034,,6,5,06.00-07.00,ง่วง,พักผ่อน,2,
6.3,แปรงฟันและอาบน้ำ,ต้องรีบแปรงฟันเพื่อจะไม่สาย,ฟันสะอาด,6210422034,,6,30,06.00-07.00,หนาว,สดชื่น,3,
7,ชั่งน้ำหนัก,กลัวน้ำหนักขึ้น,สามารถประเมินได้ว่าควรกินอย่างไร,6210422034,,7,0,07.00-08.00,ความลำคาญ,ฟิน,4,
7.05,แต่งตัวไปทำงาน,ห่วงว่าน้ำหนักขึ้นจะทำให้ใส่เสื้อไม่ได้,รู้สีกว่าดูดี,6210422034,,7,5,07.00-08.00,ความลำคาญ,ฟิน,5,
7.15,เดินทางไปทำงาน,กังวลเรื่องงาน,ได้วางแผนการทำงานของวันนี้,6210422034,,7,15,07.00-08.00,ความลำคาญ,ฟิน,6,
7.4,กินข้าวเช้า,เบื่อรสชาดอาหารเดิมๆ,ควายความหิวได้,6210422034,,7,40,07.00-08.00,ความลำคาญ,ฟิน,7,
 8.00,เริ่มทำงาน,เบื่อที่เห็นงานค้าง,ได้จักการงานที่ค้างของเมื่อวานให้เสร็จ,6210422034,,8,0,08.00-09.00,ความลำคาญ,ฟิน,8,
10,ประชุมกับผู้บริหาร,ต้องอธิบายงานให้ผู้บริหารฟัง,ผู้บริหารได้เห็นผลงานของเรา,6210422034,,10,0,10.00-11.00,ความลำคาญ,เรียนรู้สิ่งใหม่,9,
12,กินข้างเที่ยง,เบื่อรสชาดอาหารเดิมๆ,ควายความหิวได้,6210422034,,12,0,12.00-13.00,ความลำคาญ,ฟิน,10,
13,เริ่มทำงาน,เบื่อที่เห็นงานค้าง,ได้จักการงานที่ค้างของเมื่อวานให้เสร็จ,6210422034,,13,0,13.00-14.00,ความลำคาญ,ฟิน,11,
18,เลิกงาน,ร่างกายอ่อนเพลียจากการทำงาน,รู้สึกดีที่ได้กลับไปพักผ่อนที่บ้าน,6210422034,,18,0,18.00-19.00,ความลำคาญ,พักผ่อน,12,
18.3,กินข้าวเย็น,เบื่อรสชาดอาหารเดิมๆ,ควายความหิวได้,6210422034,,18,30,18.00-19.00,ความลำคาญ,ฟิน,13,
19.15,เดินทางกลับถึงบ้าน,เหนื่อยในการเดินทาง,ได้พักผ่อนที่บ้าน,6210422034,,19,15,19.00-20.00,ความลำคาญ,พักผ่อน,14,
19.3,แปรงฟันและอาบน้ำ,คิดถึงเรื่องงาน,ได้สรุปงานที่ทำวันนี้,6210422034,,19,30,19.00-20.00,ความลำคาญ,ฟิน,15,
20,ดูสื่อบันเทิงออนไลน์,ต้องค้นหาสิ่งที่จะต้องดู,ได้พักผ่อนสมอง,6210422034,,20,0,20.00-21.00,ง่วง,พักผ่อน,16,
23,นอน,เหนื่อยในการทำงาน,ได้พัฒนาความสามารถ,6210422034,,23,0,23.00-24.00,ความลำคาญ,เรียนรู้สิ่งใหม่,17,1.0
0500,"Checking on internet, social, and messaging apps on bed",Feeling guilty of spending too much time on Social content,Keep me posted about friends' conversations and news,6210422036,,5,0,05.00-06.00,ความลำคาญ,ฟิน,1,
0600,Take a bath,,,6210422036,,6,0,06.00-07.00,ไม่ระบุ,ไม่ระบุ,2,
0700,Having breakfast nearby Condo,Only a few choices of foods in the morning. Feeling a bit boring.,,6210422036,,7,0,07.00-08.00,ความลำคาญ,ไม่ระบุ,3,
0730,Grab some coffee nearby,Excessive calories,Fulfill the need of coffee. Feeling stimulated,6210422036,,7,30,07.00-08.00,ความลำคาญ,ฟิน,4,
0800,Move to Condo's library to work there (WFH),Need to carry around laptops and devices and setup everyday,Not working in my room gives more productivity,6210422036,,8,0,08.00-09.00,ความลำคาญ,ฟิน,5,
0830,Doing BADS homework/project,,"Gaining knowledge, practicing",6210422036,,8,30,08.00-09.00,ไม่ระบุ,เรียนรู้สิ่งใหม่,6,
0930,Attend daily meeting remotely,,"Setting my own daily plan, keep the team posted on progress and issues",6210422036,,9,30,09.00-10.00,ไม่ระบุ,ฟิน,7,
1000,Work on SQL queries from home,Querying via VPN is much slower than from the office,To work anywhere using VPN is convenient,6210422036,,10,0,10.00-11.00,ความลำคาญ,ฟิน,8,
1200,Have lunch nearby,Need to hurry but nearby restaurants are quite busy,Wider selection of foods,6210422036,,12,0,12.00-13.00,ความลำคาญ,ฟิน,9,
1300,Work on a Python script that fetches data from DB to do model scoring,The server doesn't have a query tool. Using Python to do SQL query can be inconvenient,"With the server's capabilities and intranet to connect to the internal DB, the work is much faster than using my own laptop via VPN",6210422036,,13,0,13.00-14.00,ความลำคาญ,ฟิน,10,
1800,Doing BADS homework/project,Feeling tired,"Gaining knowledge, practicing",6210422036,,18,0,18.00-19.00,เหนื่อย,เรียนรู้สิ่งใหม่,11,
2000,Have dinner nearby,Tend to be a big meal with the most calories. Not good for health.,Finding something fancy to eat to release stress,6210422036,,20,0,20.00-21.00,ความลำคาญ,พักผ่อน,12,
2100,Play time (Games or Netflix),Feeling guilty. There's a better choice to spend the time slot like studying an online course or exercise,Entertainment,6210422036,,21,0,21.00-22.00,ความลำคาญ,ฟิน,13,
2230,Take a bath,,,6210422036,,22,30,22.00-23.00,ไม่ระบุ,ไม่ระบุ,14,
2300,Go to sleep,,,6210422036,,23,0,23.00-24.00,ไม่ระบุ,ไม่ระบุ,15,1.0
06.40,ตื่นนอน,ง่วงมากๆ,บังคับตัวเองได้,6210422037,,6,40,06.00-07.00,เหนื่อย,เรียนรู้สิ่งใหม่,1,
06.45,ล้างหน้า,น้ำเย็นมาก,ร่างกายสดชื่น,6210422037,,6,45,06.00-07.00,หนาว,สดชื่น,2,
06.50,ไปออกกำลังกาย + ฟัง Podcast,เหนื่อย,รู้สึกสุขภาพดี + พัฒนาสมอง,6210422037,,6,50,06.00-07.00,เหนื่อย,พักผ่อน,3,
07.30,อาบน้ำ,น้ำเย็น(อีกแล้ว),สดชื่นพร้อมรับวันใหม่,6210422037,,7,30,07.00-08.00,หนาว,สดชื่น,4,
08.00,ทานอาหารเช้า,ไม่รู้จะกินอะไรดี,อิ่มท้อง พร้อมทำงาน,6210422037,,8,0,08.00-09.00,ความลำคาญ,ฟิน,5,
08.30,ล้างจาน,มือเปื่อย,จานสะอาด,6210422037,,8,30,08.00-09.00,ความลำคาญ,สดชื่น,6,
